   3.3878412e+04   3.3306691e-16
   3.3878238e+04   1.2212453e-15
   3.3878064e+04   6.6613381e-16
   3.3877889e+04   0.0000000e+00
   3.3877715e+04   1.0547119e-15
   3.3877541e+04   1.1102230e-16
   3.3877367e+04   3.3306691e-16
   3.3877192e+04   7.7715612e-16
   3.3877018e+04   5.5511151e-17
   3.3876844e+04   7.4940054e-16
   3.3876669e+04   1.2004286e-15
   3.3876495e+04   8.6736174e-16
   3.3876321e+04   4.9960036e-16
   3.3876146e+04   8.0491169e-16
   3.3875972e+04   5.5511151e-16
   3.3875798e+04   9.9920072e-16
   3.3875623e+04   2.2204460e-16
   3.3875449e+04   4.4408921e-16
   3.3875275e+04   9.4368957e-16
   3.3875100e+04   1.3322676e-15
   3.3874926e+04   7.7715612e-16
   3.3874752e+04   7.2164497e-16
   3.3874577e+04   8.3266727e-16
   3.3874403e+04   3.3306691e-16
   3.3874229e+04   2.7755576e-17
   3.3874055e+04   2.4980018e-16
   3.3873880e+04   8.8817842e-16
   3.3873706e+04   2.7755576e-17
   3.3873532e+04   5.4817262e-16
   3.3873357e+04   1.3877788e-16
   3.3873183e+04   3.1918912e-16
   3.3873009e+04   1.2767565e-15
   3.3872834e+04   9.9920072e-16
   3.3872660e+04   1.0547119e-15
   3.3872486e+04   5.5511151e-16
   3.3872311e+04   8.8817842e-16
   3.3872137e+04   1.1102230e-15
   3.3871963e+04   9.4368957e-16
   3.3871788e+04   1.0824674e-15
   3.3871614e+04   8.3266727e-16
   3.3871440e+04   1.4432899e-15
   3.3871265e+04   1.5543122e-15
   3.3871091e+04   1.4432899e-15
   3.3870917e+04   1.1657342e-15
   3.3870743e+04   1.3322676e-15
   3.3870568e+04   2.2204460e-16
   3.3870394e+04   7.7715612e-16
   3.3870220e+04   1.9984014e-15
   3.3870045e+04   7.7715612e-16
   3.3869871e+04   1.6098234e-15
   3.3869697e+04   2.1094237e-15
   3.3869522e+04   2.2204460e-16
   3.3869348e+04   1.1102230e-16
   3.3869174e+04   1.4432899e-15
   3.3868999e+04   2.7755576e-16
   3.3868825e+04   1.0269563e-15
   3.3868651e+04   1.2767565e-15
   3.3868476e+04   8.3266727e-16
   3.3868302e+04   2.7755576e-16
   3.3868128e+04   5.5511151e-16
   3.3867953e+04   9.9920072e-16
   3.3867779e+04   6.6613381e-16
   3.3867605e+04   5.5511151e-17
   3.3867431e+04   3.3306691e-16
   3.3867256e+04   6.9388939e-16
   3.3867082e+04   5.9674488e-16
   3.3866908e+04   1.5820678e-15
   3.3866733e+04   1.5126789e-15
   3.3866559e+04   2.9837244e-16
   3.3866385e+04   1.1119577e-15
   3.3866210e+04   2.6367797e-16
   3.3866036e+04   5.4123372e-16
   3.3865862e+04   3.4000580e-16
   3.3865687e+04   4.5102810e-16
   3.3865513e+04   2.7408631e-16
   3.3865339e+04   5.5511151e-17
   3.3865164e+04   8.3266727e-17
   3.3864990e+04   2.6367797e-16
   3.3864816e+04   7.2164497e-16
   3.3864641e+04   3.3306691e-16
   3.3864467e+04   1.1102230e-16
   3.3864293e+04   7.2164497e-16
   3.3864119e+04   3.8857806e-16
   3.3863944e+04   6.6613381e-16
   3.3863770e+04   9.9920072e-16
   3.3863596e+04   5.5511151e-16
   3.3863421e+04   6.6613381e-16
   3.3863247e+04   1.1102230e-16
   3.3863073e+04   5.5511151e-16
   3.3862898e+04   7.2164497e-16
   3.3862724e+04   2.7755576e-16
   3.3862550e+04   9.1593400e-16
   3.3862375e+04   1.3877788e-16
   3.3862201e+04   6.3837824e-16
   3.3862027e+04   9.9920072e-16
   3.3861852e+04   1.5265567e-15
   3.3861678e+04   6.1062266e-16
   3.3861504e+04   0.0000000e+00
   3.3861329e+04   6.6613381e-16
   3.3861155e+04   8.8817842e-16
   3.3860981e+04   1.4432899e-15
   3.3860807e+04   3.3306691e-16
   3.3860632e+04   1.1102230e-16
   3.3860458e+04   1.5543122e-15
   3.3860284e+04   1.5543122e-15
   3.3860109e+04   2.2204460e-16
   3.3859935e+04   3.8857806e-16
   3.3859761e+04   1.2212453e-15
   3.3859586e+04   3.8857806e-16
   3.3859412e+04   2.7755576e-16
   3.3859238e+04   5.2735594e-16
   3.3859063e+04   6.9388939e-16
   3.3858889e+04   9.8532293e-16
   3.3858715e+04   9.7144515e-17
   3.3858540e+04   1.0408341e-15
   3.3858366e+04   1.3530843e-16
   3.3858192e+04   7.2511441e-16
   3.3858017e+04   8.5955548e-16
   3.3857843e+04   1.2871648e-15
   3.3857669e+04   7.4593109e-16
   3.3857495e+04   9.3675068e-17
   3.3857320e+04   6.3143935e-16
   3.3857146e+04   6.1062266e-16
   3.3856972e+04   4.0245585e-16
   3.3856797e+04   1.1518564e-15
   3.3856623e+04   7.2164497e-16
   3.3856449e+04   6.6613381e-16
   3.3856274e+04   8.3266727e-16
   3.3856100e+04   9.9920072e-16
   3.3855926e+04   3.3306691e-16
   3.3855751e+04   6.6613381e-16
   3.3855577e+04   1.2212453e-15
   3.3855403e+04   2.2204460e-15
   3.3855228e+04   1.3322676e-15
   3.3855054e+04   4.9960036e-16
   3.3854880e+04   6.6613381e-16
   3.3854705e+04   1.5543122e-15
   3.3854531e+04   1.6653345e-16
   3.3854357e+04   1.6653345e-16
   3.3854183e+04   2.2204460e-16
   3.3854008e+04   2.4980018e-15
   3.3853834e+04   5.2735594e-16
   3.3853660e+04   5.5511151e-17
   3.3853485e+04   5.5511151e-16
   3.3853311e+04   1.1102230e-16
   3.3853137e+04   3.3306691e-16
   3.3852962e+04   6.6613381e-16
   3.3852788e+04   1.5543122e-15
   3.3852614e+04   1.6653345e-15
   3.3852439e+04   3.3306691e-16
   3.3852265e+04   1.2212453e-15
   3.3852091e+04   1.1102230e-16
   3.3851916e+04   3.8857806e-16
   3.3851742e+04   6.6613381e-16
   3.3851568e+04   1.1102230e-15
   3.3851393e+04   3.8857806e-16
   3.3851219e+04   6.9388939e-16
   3.3851045e+04   4.5796700e-16
   3.3850870e+04   1.4432899e-15
   3.3850696e+04   1.1275703e-15
   3.3850522e+04   1.2420620e-15
   3.3850348e+04   2.9230091e-16
   3.3850173e+04   4.3151246e-16
   3.3849999e+04   4.8398785e-16
   3.3849825e+04   5.5511151e-16
   3.3849650e+04   1.2105659e-15
   3.3849476e+04   1.2097528e-15
   3.3849302e+04   6.6974048e-16
   3.3849127e+04   4.9688075e-16
   3.3848953e+04   3.7354479e-16
   3.3848779e+04   2.9422312e-16
   3.3848604e+04   6.1661034e-16
   3.3848430e+04   9.3539093e-16
   3.3848256e+04   5.1864878e-16
   3.3848081e+04   2.6530004e-17
   3.3847907e+04   3.3743251e-17
   3.3847733e+04   5.5273046e-16
   3.3847558e+04   1.5421967e-16
   3.3847384e+04   5.4517878e-16
   3.3847210e+04   8.5763327e-16
   3.3847036e+04   2.0960887e-15
   3.3846861e+04   1.4117096e-17
   3.3846687e+04   1.0947111e-15
   3.3846513e+04   4.5140158e-16
   3.3846338e+04   7.2925471e-17
   3.3846164e+04   1.4523355e-15
   3.3845990e+04   4.2788844e-17
   3.3845815e+04   1.5875769e-15
